algorithm,n_threads,n_elems,t_random,t_distribute,t_merge,t_sort,t_writeback,t_total,sorted
bs2,48,250000,0.001288,0.001168,0.000000,0.021860,0.021332,0.044670,1
bs2,1,300000,0.002511,0.018878,0.000000,0.009834,0.008017,0.038266,1
bs2,2,300000,0.001391,0.008922,0.000000,0.014661,0.016860,0.041263,1
bs2,3,300000,0.000951,0.006356,0.000000,0.018763,0.021098,0.046795,1
bs2,4,300000,0.000800,0.004957,0.000000,0.020669,0.022694,0.048769,1
bs2,6,300000,0.000609,0.003494,0.000000,0.021334,0.023174,0.048335,1
bs2,8,300000,0.000538,0.003074,0.000000,0.019886,0.021769,0.045016,1
bs2,10,300000,0.000855,0.002496,0.000000,0.021260,0.022852,0.046881,1
bs2,12,300000,0.000886,0.002137,0.000000,0.020398,0.021891,0.044676,1
bs2,16,300000,0.000548,0.001511,0.000000,0.019988,0.021246,0.042941,1
bs2,20,300000,0.000836,0.001384,0.000000,0.020452,0.021923,0.043987,1
bs2,24,300000,0.001147,0.001171,0.000000,0.020768,0.021968,0.044136,1
bs2,32,300000,0.000991,0.001850,0.000000,0.027428,0.026545,0.056107,1
bs2,48,300000,0.001262,0.001345,0.000000,0.026134,0.025635,0.053381,1
bs2,1,350000,0.002722,0.022085,0.000000,0.011776,0.009512,0.045177,1
bs2,2,350000,0.001616,0.011890,0.000000,0.020005,0.022839,0.055890,1
bs2,3,350000,0.001115,0.008372,0.000000,0.021907,0.025110,0.056064,1
bs2,4,350000,0.000919,0.006400,0.000000,0.022957,0.025478,0.055364,1
bs2,6,350000,0.000686,0.004450,0.000000,0.022876,0.025325,0.053050,1
bs2,8,350000,0.000596,0.003466,0.000000,0.023830,0.025965,0.053587,1
bs2,10,350000,0.000550,0.002788,0.000000,0.023327,0.025211,0.051604,1
bs2,12,350000,0.000563,0.002408,0.000000,0.023789,0.025086,0.051535,1
bs2,16,350000,0.000897,0.001849,0.000000,0.024306,0.025928,0.052354,1
bs2,20,350000,0.000979,0.001522,0.000000,0.023875,0.025348,0.051006,1
bs2,24,350000,0.000992,0.001311,0.000000,0.023990,0.025597,0.051115,1
bs2,32,350000,0.000959,0.001983,0.000000,0.031085,0.029630,0.063035,1
bs2,48,350000,0.001735,0.001616,0.000000,0.030850,0.030396,0.063242,1
bs2,1,400000,0.003458,0.025451,0.000000,0.013826,0.010960,0.052297,1
bs2,2,400000,0.001827,0.013430,0.000000,0.020703,0.023737,0.058970,1
bs2,3,400000,0.001141,0.009681,0.000000,0.023859,0.027644,0.061966,1
bs2,4,400000,0.001182,0.008185,0.000000,0.027806,0.030165,0.066777,1
bs2,6,400000,0.001038,0.005729,0.000000,0.028163,0.030220,0.064563,1
bs2,8,400000,0.000834,0.004316,0.000000,0.028110,0.030131,0.062930,1
bs2,10,400000,0.000611,0.003158,0.000000,0.027388,0.029570,0.060434,1
bs2,12,400000,0.000587,0.002691,0.000000,0.027088,0.028725,0.058787,1
bs2,16,400000,0.000881,0.002084,0.000000,0.028390,0.030333,0.061086,1
